81145,-0.01,-0.11,9.99
81156,-0.02,-0.1,10
81169,-0.03,-0.09,9.99
81182,-0.03,-0.09,9.97
81195,-0.01,-0.09,9.98
81206,0,-0.11,9.99
81218,0,-0.1,9.97
81232,-0.01,-0.08,9.95
81245,0,-0.09,10.01
81256,-0.02,-0.11,10
81268,-0.01,-0.11,9.98
81282,0,-0.1,9.95
81295,-0.01,-0.1,9.95
81306,-0.04,-0.11,9.95
81318,-0.01,-0.1,10
81332,0,-0.1,9.97
81345,-0.01,-0.09,9.98
81357,-0.01,-0.11,9.99
81370,0,-0.1,9.99
81383,0,-0.08,9.96
81396,-0.02,-0.09,9.98
81407,-0.01,-0.1,9.95
81420,-0.03,-0.1,9.97
81433,0,-0.09,9.96
81446,0,-0.09,9.99
81457,-0.01,-0.11,10.01
81470,0,-0.1,10.02
81483,-0.02,-0.09,10.01
81496,-0.01,-0.07,9.99
81507,-0.03,-0.09,9.99
81520,-0.02,-0.12,9.97
81533,-0.02,-0.1,10
81546,-0.02,-0.1,10.02
81557,-0.02,-0.1,9.97
81569,0,-0.11,10.02
81583,-0.01,-0.09,9.96
81596,-0.02,-0.08,9.99
81607,-0.02,-0.11,9.99
81619,0,-0.1,10
81633,-0.01,-0.08,9.94
81646,-0.01,-0.1,9.96
81657,0,-0.09,9.98
81669,0,-0.09,9.99
81683,-0.01,-0.12,9.98
81696,-0.02,-0.09,9.98
81708,0,-0.11,9.99
81719,0,-0.09,9.95
81733,0,-0.1,9.96
81746,0,-0.07,10.01
81758,-0.03,-0.11,9.99
81771,0,-0.09,10
81784,-0.02,-0.11,9.97
81797,-0.02,-0.11,10
81808,-0.01,-0.11,9.99
81821,-0.01,-0.09,10
81834,-0.02,-0.1,9.99
81847,-0.01,-0.08,10
81858,0,-0.09,9.97
81871,0,-0.1,9.99
81884,0,-0.1,9.98
81897,0,-0.1,9.97
81908,-0.02,-0.1,9.98
81920,0,-0.11,9.99
81934,0,-0.09,9.96
81947,-0.02,-0.08,10
81958,-0.01,-0.09,9.98
81970,-0.01,-0.11,10
