246339,-0.13,-0.19,0
246352,0.19,0.25,-0.19
246365,0,0.06,0.06
246378,0.13,0.25,0.06
246389,-0.06,0.13,-0.13
246402,0.13,0.19,0.13
246415,0.13,0.06,0.13
246428,0.19,0.19,-0.06
246439,-0.13,-0.06,0.13
246451,0.06,0.06,0
246465,0.19,0.25,0
246478,0,0,-0.06
246489,-0.06,0,0.06
246501,0,-0.06,0.13
246515,-0.19,0.13,0
246528,0,0.44,0
246540,-0.25,-0.13,0
246553,-0.06,-0.13,-0.06
246566,0,-0.13,-0.06
246579,-0.5,-0.25,0.06
246590,-0.19,-0.06,-0.06
246603,-0.25,0,0.06
246616,0.13,0.06,0
246629,0.06,-0.06,0.13
246640,0.13,0.19,0.06
246653,-0.13,-0.19,0.06
246666,0,0.13,0.06
246679,0.31,0.31,0
246690,-0.06,-0.19,0
246703,0.06,0.13,0.06
246716,0.19,-0.06,0.13
246729,-0.25,-0.06,0.13
246740,-0.13,0,0
246753,-0.06,0.06,0
246766,0.06,0,0
246779,-0.19,-0.06,-0.06
246790,0.13,0.06,-0.19
246802,0.25,-0.13,0
246816,0.37,0.31,0.13
246829,0,0,0.06
246840,0,-0.06,0.19
246852,0,-0.19,0
246866,0,-0.19,0.13
246879,0.06,-0.19,0
246890,-0.13,0.06,0.06
246902,-0.31,-0.25,0.06
246916,-0.13,0,0
246929,0,-0.06,-0.13
246941,-0.06,0.19,0
246954,-0.06,0.19,0
246967,-0.37,-0.13,0.06
246980,0.06,0,0.06
246991,0.31,0.19,0.06
247004,0.13,0.25,0
247017,-0.19,0.19,0
247030,-0.13,-0.19,0.06
247041,0.25,0.19,-0.06
247054,0.06,0.13,-0.13
247067,0,-0.13,-0.06
247080,-0.13,-0.31,0.06
247091,-0.13,0,0
247103,-0.31,-0.37,0.06
247117,-0.25,-0.69,0.06
247130,-0.31,-0.06,-0.06
247141,-0.13,0,0.06
247153,-0.13,0.19,-0.06
247167,0,0.06,0
247180,-0.06,0.19,-0.06
247191,-0.25,0.06,-0.06
247203,0.06,0.06,-0.06
247217,0.06,-0.06,0
247230,-0.13,-0.06,-0.13
247241,0.06,0,0
247253,0.25,0.19,0
247267,-0.06,0,0.06
247280,-0.19,0.13,0
247292,0,-0.25,0.13
247305,-0.37,-0.19,0.06
247318,0.13,0.25,0.13
247331,-0.31,0.25,0
247342,0.06,0.5,0.06
247355,0.25,0.25,0.13
247368,0,0.25,0
247381,0.06,-0.13,0.13
247392,-0.13,-0.06,0.13
247405,0.06,0.19,0.06
247418,0,0.06,0.13
247431,0,0.25,0.06
247442,0,-0.06,0
247455,-0.06,0,0.06
247468,0.31,0.19,-0.06
247481,0.31,0.19,0.06
247492,-0.31,-0.25,0.06
247505,-0.25,-0.19,0.06
247518,0.13,0.19,0.06
247531,-0.31,-0.25,0.13
247542,-0.31,-0.06,0.06
247554,-0.31,-0.06,0
247568,-0.13,0.06,0
247581,-0.5,-0.37,0.13
247592,0.13,0.06,0.06
247604,-0.13,0.06,0
247618,-0.19,0.13,0.06
247631,0.06,0.56,0.06
247642,0,0.25,-0.06
247654,0.19,0.13,-0.06
247668,-0.13,0.19,-0.06
247681,0.06,0.37,0
247693,0.25,0.25,0.06
247704,0,0,0.06
247718,0,0.06,0.06
247731,-0.19,-0.19,0.19
247743,-0.19,0,-0.13
247756,-0.31,-0.19,0.06
247769,-0.13,0.13,0.13
247782,-0.19,-0.13,0.13
247793,-0.19,0.13,0.06
247806,-0.19,0.06,-0.06
247819,-0.25,-0.31,0
247832,0.06,0,0.13
247843,0,-0.06,-0.06
247856,-0.13,0.19,0.13
247869,-0.13,0.19,0.06
247882,-0.31,-0.13,0
247893,-0.25,0.19,0.06
247905,0,0.06,-0.13
247919,-0.25,-0.13,-0.06
247932,0.06,0.13,0
247943,0.06,0.19,-0.06
247955,0.19,0.25,-0.06
247969,0.06,0.06,-0.06
247982,0,0.06,0
247993,0.19,0.19,0.06
248005,0.31,0.13,-0.06
248019,-0.06,-0.13,0.13
248032,0.19,-0.06,0.06
248044,0.37,0,-0.13
248055,-0.06,-0.06,-0.06
248069,0.13,-0.13,0
248082,0.13,-0.13,0
248094,0.25,0,-0.13
248107,0.13,-0.13,-0.06
248120,0.19,0,0.06
248133,0.25,0.19,0.06
248144,0.25,0.25,0
248157,-0.13,-0.25,-0.13
248170,-0.25,-0.5,-0.06
248183,-0.06,-0.13,0.06
248194,0.06,-0.25,0.13
248207,0.06,-0.19,-0.19
248220,-0.06,-0.25,0
248233,0.25,-0.06,0
248244,0.06,-0.06,0
248256,0.13,0.13,0
248270,0.06,0.19,0
248283,0.06,0,0
248294,0.06,0.19,0
248306,0.13,0.25,0
248320,0.13,0.06,0
248333,0.19,0,-0.06
248344,-0.06,0.06,-0.13
248356,-0.25,-0.31,-0.06
248370,0.13,-0.13,0.06
248383,0.13,-0.37,-0.06
248395,0.13,-0.25,0.06
248406,-0.06,-0.13,0.06
248420,-0.13,0,0.13
248433,0,0.06,-0.06
248445,-0.19,0.06,-0.06
248458,-0.06,-0.25,-0.06
248471,0.06,0.19,0
248484,0.19,0.37,0.06
248495,-0.13,-0.13,-0.06
248508,0.13,0,-0.13
248521,0,-0.13,0.06
248534,0.06,-0.06,0
248545,0.13,-0.06,-0.06
248558,-0.06,0,-0.06
248571,0,0,-0.06
248584,0.06,0.06,0.06
248595,0.06,-0.06,0.06
248608,0.25,0.13,-0.06
248621,0,0.13,-0.06
248634,0.19,0.31,-0.13
248645,-0.31,-0.13,0
248657,-0.37,0,-0.13
248671,-0.13,-0.13,0.06
248684,-0.5,-0.25,-0.06
248695,-0.37,-0.44,0
248707,-0.37,-0.13,0.06
248721,-0.19,-0.25,-0.06
248734,0.06,0.06,-0.06
248745,0.13,-0.19,0
248757,0,0.13,-0.06
248771,0.25,0.25,0.06
248784,0,0,0
248796,-0.25,-0.06,-0.19
248809,-0.19,0.13,0
248822,0.06,-0.44,0.13
248835,-0.06,-0.06,-0.06
248846,-0.31,-0.25,0.06
248859,0,0.13,0.06
248872,0,0.19,0.06
248885,-0.06,0.06,-0.13
248896,0.31,0.19,0
248909,0.25,0.06,-0.13
248922,0.25,0.13,0
248935,0.06,0.06,0
248946,0.19,0.06,-0.06
248959,0.06,-0.06,-0.13
248972,-0.25,0.19,-0.13
248985,-0.06,-0.06,0
248996,0.31,0,0
249008,-0.13,0.13,-0.06
249022,0.19,0.06,0
249035,0.06,0.31,-0.13
249046,-0.13,0,0
249058,-0.13,-0.19,0.06
249072,0.13,0.25,0
249085,-0.06,-0.06,0
249096,0.19,0.13,0.13
249108,0.25,0,0
249122,0.25,0.62,-0.06
249135,-0.06,0,0.06
249147,0.37,0.25,0.06
249160,-0.06,0.13,0
249173,0.06,0,-0.06
249186,0.25,0.19,0
249197,0.25,-0.13,-0.13
249210,0.06,-0.06,0
249223,0.13,0.31,0
249236,0.25,0.19,-0.13
249247,0.13,0.13,-0.06
249260,0.25,0.19,-0.06
249273,0.25,0.19,-0.06
249286,0,-0.19,0.06
249297,0.25,0.19,0
249310,-0.13,0,-0.06
249323,0.13,0.25,0
249336,0.37,0.69,0
249347,-0.06,-0.25,0.06
249359,0,0.06,-0.06
249373,0.13,-0.19,0
249386,0,-0.13,-0.06
249397,0.13,0.13,-0.06
249409,0,0.13,0
249423,-0.06,0,0.13
